id,date,location,species,length_cm,weight_kg,method,weather,water_temp_c,notes
273,2023-11-06,Fedje,Horngjel,44.3,3.26,Shad,Lettskyet,10.0,Rolige forhold
274,2022-12-30,Bjørnafjorden,Sei,116.9,10.05,Pilking,Vind,10.5,Overraskende tung
275,2022-06-13,Fitjarøyene,Torsk,66.1,6.38,Jigg,Sol,9.2,Mye småfisk
276,2022-08-16,Tysnes,Sei,46.0,5.61,Sluk,Regn,10.2,Litt bølger
277,2024-07-09,Austevoll,Sei,102.7,10.13,Jigg,Tåke,12.4,Veldig seig i starten
278,2024-04-27,Bjørnafjorden,Torsk,67.8,7.89,Flue,Vind,7.2,Overraskende tung
279,2024-04-26,Fedje,Hyse,116.6,12.61,Jigg,Skyet,16.4,Overraskende tung
280,2024-05-19,Fedje,Torsk,40.1,3.99,Shad,Sol,15.0,Mye småfisk
281,2023-08-27,Tysnes,Sei,44.9,4.36,Flue,Sol,8.7,Beste fangst på lenge
282,2022-03-10,Tysnes,Torsk,68.7,4.33,Jigg,Lettskyet,10.2,Beste fangst på lenge
283,2022-01-29,Tysnes,Horngjel,37.0,5.03,Jigg,Regn,10.2,Mye småfisk
284,2023-02-11,Bjørnafjorden,Horngjel,105.8,10.95,Flue,Tåke,8.3,Veldig seig i starten
285,2023-04-20,Sotra,Hyse,114.3,12.57,Pilking,Sol,12.9,Mye småfisk
286,2024-09-08,Bjørnafjorden,Sei,86.4,11.08,Flue,Vind,6.9,Fin dag på sjøen
287,2022-08-24,Sotra,Horngjel,57.6,7.07,Sluk,Regn,6.2,Fin dag på sjøen
288,2023-09-16,Tysnes,Sei,54.7,6.09,Flue,Tåke,8.3,Mye småfisk
289,2023-03-13,Fitjarøyene,Lyr,36.0,2.65,Jigg,Lettskyet,10.7,Tok på første kast
290,2022-09-16,Sotra,Torsk,52.0,7.08,Pilking,Sol,8.1,Overraskende tung
291,2023-04-25,Austevoll,Makrell,109.5,14.92,Flue,Regn,8.4,Mye småfisk
292,2023-02-04,Austevoll,Lyr,38.0,4.84,Pilking,Skyet,10.6,Veldig seig i starten
293,2024-02-17,Fedje,Steinbit,99.1,7.11,Jigg,Sol,12.2,Rolige forhold
294,2022-04-27,Bjørnafjorden,Lyr,65.7,7.77,Flue,Regn,9.4,Rolige forhold
295,2022-11-02,Tysnes,Torsk,101.0,11.84,Shad,Skyet,13.0,Beste fangst på lenge
296,2022-12-25,Austevoll,Hyse,111.6,8.11,Jigg,Skyet,13.0,Beste fangst på lenge
297,2023-09-11,Austevoll,Horngjel,38.9,4.76,Sluk,Sol,17.9,Litt bølger
298,2023-04-26,Sotra,Torsk,24.7,1.92,Jigg,Skyet,15.6,Veldig seig i starten
299,2022-07-29,Sotra,Steinbit,111.9,10.92,Jigg,Sol,13.5,Tok på første kast
300,2023-04-19,Øygarden,Steinbit,93.5,9.94,Pilking,Lettskyet,8.3,Fin dag på sjøen
301,2023-07-10,Austevoll,Lyr,24.2,2.5,Sluk,Regn,14.3,Veldig seig i starten
302,2023-03-19,Øygarden,Torsk,102.7,12.78,Pilking,Vind,12.9,Veldig seig i starten
303,2022-09-16,Fitjarøyene,Hyse,110.6,11.96,Flue,Sol,6.7,Fin dag på sjøen
304,2024-03-01,Bjørnafjorden,Makrell,47.3,6.44,Jigg,Regn,16.3,Fin dag på sjøen
305,2024-11-24,Fitjarøyene,Hyse,115.1,12.31,Shad,Skyet,11.7,Rolige forhold
306,2022-03-17,Fedje,Makrell,53.2,7.16,Shad,Tåke,17.3,Overraskende tung
307,2022-04-20,Bjørnafjorden,Hyse,54.4,7.52,Pilking,Regn,6.5,Tok på første kast
308,2023-08-16,Øygarden,Hyse,69.5,9.37,Pilking,Tåke,7.9,Rolige forhold
309,2024-02-17,Fedje,Hyse,55.9,4.1,Flue,Tåke,13.7,Tok på første kast
310,2024-12-14,Øygarden,Sei,82.9,7.89,Agn,Regn,13.9,Beste fangst på lenge
311,2022-07-24,Fitjarøyene,Torsk,114.3,12.46,Shad,Regn,12.1,Litt bølger
312,2023-06-21,Tysnes,Horngjel,51.0,3.27,Flue,Tåke,13.4,Mye småfisk
313,2023-04-25,Øygarden,Steinbit,72.9,8.32,Sluk,Regn,16.0,Fin dag på sjøen
314,2023-12-20,Fedje,Torsk,79.3,5.04,Shad,Skyet,10.8,Overraskende tung
315,2024-03-22,Austevoll,Hyse,29.8,1.93,Flue,Regn,10.3,Beste fangst på lenge
316,2023-09-28,Bjørnafjorden,Sei,61.8,6.88,Flue,Lettskyet,14.4,Mye småfisk
317,2022-05-06,Øygarden,Makrell,101.9,12.17,Sluk,Vind,10.0,Rolige forhold
318,2022-07-25,Bjørnafjorden,Hyse,106.6,12.2,Sluk,Sol,17.7,Litt bølger
319,2022-06-20,Tysnes,Torsk,24.7,1.57,Flue,Skyet,14.1,Veldig seig i starten
320,2023-02-28,Fedje,Hyse,116.2,7.71,Sluk,Vind,16.0,Fin dag på sjøen
321,2023-02-01,Bjørnafjorden,Steinbit,57.7,5.12,Shad,Skyet,14.7,Litt bølger
322,2023-08-29,Bjørnafjorden,Lyr,45.9,5.55,Jigg,Tåke,13.8,Tok på første kast
323,2024-10-26,Fedje,Makrell,32.5,4.47,Shad,Tåke,13.7,Overraskende tung
324,2022-05-22,Sotra,Horngjel,67.4,6.23,Sluk,Sol,13.9,Beste fangst på lenge
325,2024-01-13,Fitjarøyene,Torsk,65.3,7.87,Jigg,Skyet,12.5,Litt bølger
326,2023-05-31,Tysnes,Sild,57.6,6.6,Shad,Regn,9.7,Overraskende tung
327,2024-11-29,Øygarden,Sild,108.9,7.06,Flue,Vind,13.2,Rolige forhold
328,2024-02-03,Fedje,Torsk,67.5,4.25,Agn,Vind,10.1,Mye småfisk
329,2024-03-29,Fitjarøyene,Hyse,36.3,4.47,Flue,Regn,6.5,Tok på første kast
330,2022-07-12,Sotra,Makrell,72.5,4.81,Flue,Sol,8.2,Rolige forhold
331,2023-02-12,Bjørnafjorden,Sei,44.2,3.73,Pilking,Sol,9.2,Tok på første kast
332,2024-12-12,Austevoll,Steinbit,108.4,9.54,Sluk,Lettskyet,7.1,Overraskende tung
333,2023-09-17,Bjørnafjorden,Steinbit,25.0,1.93,Jigg,Regn,8.1,Mye småfisk
334,2023-04-24,Fitjarøyene,Torsk,29.6,3.62,Sluk,Skyet,11.6,Rolige forhold
335,2022-08-30,Bjørnafjorden,Lyr,68.7,9.5,Flue,Lettskyet,9.6,Fin dag på sjøen
336,2022-06-13,Sotra,Torsk,79.5,6.8,Agn,Tåke,13.2,Overraskende tung
337,2023-09-07,Sotra,Sei,70.7,5.91,Pilking,Skyet,12.2,Veldig seig i starten
338,2022-11-13,Bjørnafjorden,Steinbit,87.5,8.9,Agn,Skyet,11.2,Mye småfisk
339,2022-02-22,Øygarden,Lyr,84.4,5.38,Shad,Lettskyet,10.3,Beste fangst på lenge
340,2022-12-28,Tysnes,Horngjel,61.6,7.47,Sluk,Sol,14.5,Veldig seig i starten
341,2024-05-27,Bjørnafjorden,Horngjel,73.1,8.28,Sluk,Tåke,14.7,Rolige forhold
342,2023-01-29,Tysnes,Makrell,27.6,2.63,Agn,Regn,16.4,Veldig seig i starten
343,2024-10-28,Fedje,Lyr,24.9,1.87,Flue,Lettskyet,8.7,Litt bølger
344,2023-09-08,Bjørnafjorden,Torsk,117.8,16.41,Jigg,Sol,11.3,Fin dag på sjøen
345,2022-11-10,Bjørnafjorden,Sei,32.8,3.75,Pilking,Sol,17.8,Rolige forhold
346,2024-06-09,Sotra,Torsk,55.3,5.54,Jigg,Regn,14.7,Litt bølger
347,2024-04-07,Øygarden,Torsk,84.2,7.77,Jigg,Lettskyet,17.7,Veldig seig i starten
348,2024-04-02,Fitjarøyene,Sild,84.0,11.01,Flue,Vind,9.8,Tok på første kast
349,2023-02-07,Fedje,Steinbit,91.8,11.24,Jigg,Vind,16.4,Fin dag på sjøen
350,2023-04-13,Sotra,Lyr,42.4,4.55,Jigg,Skyet,9.8,Fin dag på sjøen
351,2023-06-04,Sotra,Makrell,71.6,5.89,Pilking,Skyet,14.6,Mye småfisk
352,2022-01-30,Fedje,Steinbit,92.5,7.22,Jigg,Regn,17.0,Veldig seig i starten
353,2022-05-18,Tysnes,Sei,109.4,9.53,Shad,Skyet,11.1,Beste fangst på lenge
354,2022-02-08,Austevoll,Sei,117.7,10.7,Jigg,Lettskyet,12.5,Beste fangst på lenge
355,2023-06-18,Sotra,Hyse,74.0,8.43,Sluk,Lettskyet,6.1,Mye småfisk
356,2022-12-27,Bjørnafjorden,Hyse,82.7,8.12,Sluk,Lettskyet,14.9,Overraskende tung
357,2022-10-16,Fitjarøyene,Lyr,21.5,2.63,Pilking,Lettskyet,7.1,Overraskende tung
358,2024-09-21,Tysnes,Sild,118.2,8.45,Agn,Regn,16.4,Fin dag på sjøen
359,2023-08-18,Tysnes,Makrell,57.4,7.24,Agn,Tåke,15.1,Overraskende tung
360,2024-06-08,Sotra,Lyr,49.2,6.54,Shad,Tåke,11.6,Veldig seig i starten
361,2022-10-02,Austevoll,Horngjel,87.3,9.55,Agn,Vind,13.8,Mye småfisk
362,2024-12-21,Øygarden,Horngjel,60.5,7.71,Shad,Skyet,17.9,Beste fangst på lenge
363,2022-03-01,Øygarden,Hyse,118.2,7.48,Sluk,Vind,17.4,Tok på første kast
364,2023-04-11,Fitjarøyene,Lyr,53.7,6.38,Sluk,Lettskyet,17.1,Mye småfisk
365,2024-04-17,Fedje,Horngjel,35.3,3.29,Shad,Regn,10.2,Fin dag på sjøen
366,2023-04-13,Fitjarøyene,Steinbit,77.7,5.31,Agn,Lettskyet,10.7,Fin dag på sjøen
367,2024-10-03,Tysnes,Torsk,39.3,2.98,Sluk,Regn,15.6,Rolige forhold
368,2024-02-24,Fitjarøyene,Lyr,32.7,3.07,Flue,Sol,17.6,Fin dag på sjøen
369,2023-09-06,Bjørnafjorden,Torsk,86.2,9.37,Pilking,Regn,8.4,Beste fangst på lenge
370,2024-05-01,Øygarden,Sild,39.5,3.03,Flue,Sol,17.6,Overraskende tung
371,2023-07-28,Øygarden,Hyse,74.5,7.51,Agn,Regn,16.5,Overraskende tung
372,2022-10-10,Bjørnafjorden,Lyr,95.9,12.09,Shad,Skyet,6.8,Veldig seig i starten
373,2022-11-05,Bjørnafjorden,Sei,86.5,9.18,Sluk,Skyet,8.7,Fin dag på sjøen
374,2024-10-27,Tysnes,Hyse,80.4,9.43,Jigg,Regn,12.8,Rolige forhold
375,2024-06-18,Bjørnafjorden,Horngjel,94.6,10.55,Flue,Regn,12.5,Tok på første kast
376,2024-02-17,Bjørnafjorden,Hyse,98.2,12.45,Flue,Vind,16.5,Mye småfisk
377,2024-10-12,Fitjarøyene,Hyse,25.2,1.71,Shad,Tåke,6.6,Tok på første kast
378,2023-01-08,Fitjarøyene,Horngjel,90.1,8.09,Flue,Tåke,17.5,Mye småfisk
379,2023-11-03,Fedje,Makrell,75.3,7.73,Agn,Vind,10.7,Litt bølger
380,2024-09-14,Fitjarøyene,Sei,35.1,2.41,Pilking,Lettskyet,7.5,Veldig seig i starten
381,2022-02-20,Austevoll,Sild,119.0,14.82,Pilking,Tåke,14.5,Fin dag på sjøen
382,2023-04-20,Øygarden,Sild,78.9,7.74,Pilking,Vind,7.8,Rolige forhold
383,2022-12-03,Øygarden,Steinbit,64.2,8.19,Jigg,Lettskyet,12.8,Beste fangst på lenge
384,2022-03-04,Fitjarøyene,Sei,59.9,4.64,Flue,Tåke,13.0,Fin dag på sjøen
385,2024-06-24,Fitjarøyene,Horngjel,75.0,8.55,Shad,Tåke,11.7,Litt bølger
386,2022-10-30,Sotra,Hyse,114.1,7.6,Flue,Lettskyet,13.1,Tok på første kast
387,2023-02-04,Tysnes,Hyse,52.9,6.84,Pilking,Lettskyet,12.9,Litt bølger
388,2023-02-06,Fedje,Sild,22.5,2.01,Pilking,Lettskyet,13.7,Mye småfisk
389,2022-11-21,Øygarden,Sei,117.6,8.2,Sluk,Sol,10.1,Litt bølger
390,2023-05-11,Tysnes,Torsk,89.6,5.71,Pilking,Sol,9.3,Litt bølger
391,2022-06-18,Fedje,Lyr,70.1,9.71,Agn,Vind,14.4,Overraskende tung
392,2022-01-24,Sotra,Torsk,116.6,7.98,Jigg,Regn,13.4,Beste fangst på lenge
393,2023-10-01,Fedje,Horngjel,28.4,2.78,Agn,Vind,9.5,Fin dag på sjøen
394,2022-03-11,Øygarden,Horngjel,77.8,7.82,Flue,Sol,15.5,Rolige forhold
395,2024-12-05,Bjørnafjorden,Torsk,65.7,7.05,Flue,Vind,15.8,Veldig seig i starten
396,2023-03-05,Sotra,Lyr,63.3,6.73,Sluk,Regn,13.6,Mye småfisk
397,2023-09-26,Austevoll,Lyr,52.4,6.57,Sluk,Sol,15.8,Fin dag på sjøen
398,2023-06-25,Fedje,Steinbit,107.1,14.72,Jigg,Vind,17.5,Fin dag på sjøen
399,2023-08-06,Fitjarøyene,Hyse,97.0,10.83,Flue,Regn,6.9,Veldig seig i starten
400,2022-08-13,Fitjarøyene,Sild,76.1,6.34,Flue,Vind,8.4,Tok på første kast
401,2022-02-05,Sotra,Steinbit,110.1,15.1,Shad,Vind,15.0,Overraskende tung
402,2024-03-18,Sotra,Sild,117.5,7.36,Agn,Vind,15.7,Fin dag på sjøen
403,2022-11-04,Bjørnafjorden,Steinbit,50.3,3.6,Sluk,Sol,16.5,Beste fangst på lenge
404,2024-02-29,Austevoll,Sei,34.5,2.14,Pilking,Skyet,6.8,Rolige forhold
405,2022-09-10,Sotra,Sei,101.0,7.41,Pilking,Vind,9.6,Fin dag på sjøen
406,2024-09-09,Bjørnafjorden,Steinbit,76.7,6.33,Agn,Regn,15.1,Overraskende tung
407,2024-01-06,Bjørnafjorden,Steinbit,72.6,5.59,Pilking,Skyet,6.5,Fin dag på sjøen
408,2022-07-04,Øygarden,Torsk,84.2,7.66,Agn,Sol,7.9,Fin dag på sjøen
409,2022-08-27,Øygarden,Hyse,97.9,7.29,Flue,Vind,7.9,Overraskende tung
410,2022-12-23,Bjørnafjorden,Hyse,118.8,10.79,Pilking,Sol,12.5,Fin dag på sjøen
411,2022-06-10,Sotra,Sild,26.9,2.09,Shad,Vind,13.3,Fin dag på sjøen
412,2022-09-11,Bjørnafjorden,Hyse,88.6,10.19,Sluk,Vind,16.7,Fin dag på sjøen
413,2022-01-16,Fitjarøyene,Steinbit,46.0,3.56,Flue,Sol,9.5,Beste fangst på lenge
414,2022-07-12,Øygarden,Lyr,80.7,10.98,Flue,Lettskyet,13.6,Rolige forhold
415,2023-04-07,Sotra,Hyse,55.9,3.36,Agn,Skyet,13.8,Rolige forhold
416,2022-12-07,Austevoll,Hyse,32.3,3.0,Agn,Regn,17.3,Beste fangst på lenge
417,2023-11-08,Fitjarøyene,Hyse,31.0,4.23,Pilking,Vind,9.2,Beste fangst på lenge
418,2023-10-16,Tysnes,Lyr,69.4,7.88,Pilking,Regn,10.6,Mye småfisk
419,2024-03-22,Bjørnafjorden,Horngjel,49.5,4.86,Shad,Skyet,12.6,Beste fangst på lenge
420,2023-12-18,Fitjarøyene,Sild,98.9,13.42,Agn,Lettskyet,10.1,Fin dag på sjøen
421,2024-04-05,Øygarden,Hyse,24.1,1.8,Sluk,Regn,8.8,Beste fangst på lenge
422,2023-08-21,Fitjarøyene,Sild,48.1,6.55,Pilking,Lettskyet,13.9,Overraskende tung
423,2024-07-03,Bjørnafjorden,Steinbit,38.9,2.73,Shad,Sol,16.7,Mye småfisk
424,2024-11-07,Bjørnafjorden,Hyse,58.4,7.32,Sluk,Regn,15.9,Tok på første kast
425,2024-08-05,Tysnes,Horngjel,96.3,13.24,Pilking,Tåke,18.0,Rolige forhold
426,2022-11-02,Øygarden,Steinbit,34.2,4.41,Flue,Lettskyet,7.4,Rolige forhold
427,2024-02-15,Tysnes,Steinbit,105.0,9.53,Sluk,Tåke,8.1,Tok på første kast
428,2023-06-23,Fedje,Lyr,44.5,5.8,Jigg,Vind,17.9,Beste fangst på lenge
429,2023-05-07,Tysnes,Makrell,77.6,5.61,Flue,Tåke,8.5,Fin dag på sjøen
430,2023-03-12,Øygarden,Sei,61.0,6.5,Shad,Tåke,9.2,Litt bølger
431,2023-09-01,Bjørnafjorden,Makrell,67.2,4.24,Sluk,Sol,16.2,Tok på første kast
432,2023-09-29,Austevoll,Hyse,76.0,4.68,Pilking,Skyet,11.0,Fin dag på sjøen
433,2022-02-28,Austevoll,Sild,48.9,4.22,Agn,Lettskyet,16.1,Mye småfisk
434,2023-07-16,Bjørnafjorden,Lyr,83.2,10.0,Pilking,Vind,6.0,Beste fangst på lenge
435,2023-07-10,Austevoll,Steinbit,77.1,10.66,Pilking,Regn,12.9,Rolige forhold
436,2024-03-16,Fedje,Makrell,112.7,15.01,Shad,Lettskyet,10.6,Fin dag på sjøen
437,2023-11-21,Sotra,Hyse,90.1,11.02,Pilking,Regn,6.0,Rolige forhold
438,2022-10-12,Fitjarøyene,Horngjel,32.0,4.26,Agn,Sol,8.5,Beste fangst på lenge
439,2023-07-30,Fedje,Sild,114.3,9.23,Agn,Skyet,8.1,Tok på første kast
440,2023-02-17,Øygarden,Sei,96.1,7.69,Flue,Vind,13.6,Rolige forhold
441,2023-03-28,Tysnes,Sild,76.1,6.75,Sluk,Lettskyet,11.0,Veldig seig i starten
442,2024-10-06,Bjørnafjorden,Torsk,23.6,2.19,Shad,Skyet,15.6,Overraskende tung
443,2023-07-18,Tysnes,Torsk,96.0,10.12,Sluk,Tåke,15.3,Mye småfisk
444,2022-02-11,Austevoll,Torsk,51.9,6.06,Sluk,Tåke,11.6,Rolige forhold
445,2022-07-02,Øygarden,Sild,22.1,1.93,Jigg,Vind,11.8,Rolige forhold
446,2023-03-22,Sotra,Hyse,76.2,5.36,Shad,Lettskyet,7.1,Fin dag på sjøen
447,2023-05-19,Bjørnafjorden,Sild,67.5,7.88,Agn,Sol,8.5,Veldig seig i starten
448,2024-08-15,Bjørnafjorden,Sei,78.8,5.49,Shad,Vind,11.3,Veldig seig i starten
449,2023-04-01,Sotra,Torsk,52.1,5.67,Agn,Vind,17.7,Litt bølger
450,2022-12-03,Bjørnafjorden,Makrell,108.1,13.69,Agn,Regn,7.8,Mye småfisk
451,2023-03-29,Bjørnafjorden,Steinbit,102.0,13.4,Jigg,Skyet,15.6,Litt bølger
452,2024-05-08,Sotra,Horngjel,28.0,3.12,Flue,Vind,16.4,Beste fangst på lenge
453,2022-08-17,Fitjarøyene,Sild,115.2,10.2,Sluk,Vind,8.1,Beste fangst på lenge
454,2023-09-23,Bjørnafjorden,Lyr,77.8,8.94,Shad,Sol,12.3,Litt bølger
455,2024-11-17,Tysnes,Steinbit,118.0,8.28,Sluk,Skyet,11.5,Beste fangst på lenge
456,2022-08-23,Bjørnafjorden,Horngjel,81.1,10.11,Shad,Sol,13.4,Overraskende tung
457,2024-06-16,Austevoll,Horngjel,46.5,5.38,Agn,Lettskyet,14.1,Overraskende tung
458,2022-03-24,Øygarden,Steinbit,47.4,5.28,Agn,Vind,8.8,Overraskende tung
459,2023-10-09,Bjørnafjorden,Hyse,42.1,3.19,Flue,Sol,12.9,Overraskende tung
460,2022-09-02,Bjørnafjorden,Lyr,111.5,10.33,Pilking,Vind,13.2,Fin dag på sjøen
461,2022-11-12,Bjørnafjorden,Makrell,60.4,3.73,Shad,Vind,10.7,Fin dag på sjøen
462,2024-10-01,Tysnes,Sild,58.9,7.74,Pilking,Tåke,14.3,Veldig seig i starten
463,2023-05-18,Tysnes,Steinbit,55.3,6.74,Sluk,Sol,7.3,Overraskende tung
464,2024-04-02,Fitjarøyene,Hyse,80.0,7.96,Flue,Regn,14.0,Mye småfisk
465,2023-11-06,Tysnes,Horngjel,114.2,14.04,Pilking,Lettskyet,17.8,Veldig seig i starten
466,2022-04-01,Bjørnafjorden,Steinbit,30.9,3.11,Sluk,Sol,6.6,Overraskende tung
467,2023-02-08,Fitjarøyene,Makrell,89.3,8.82,Flue,Lettskyet,16.3,Tok på første kast
468,2024-04-30,Austevoll,Lyr,76.4,10.05,Sluk,Lettskyet,16.9,Mye småfisk
469,2024-02-05,Bjørnafjorden,Steinbit,48.6,3.44,Shad,Lettskyet,15.1,Fin dag på sjøen
470,2022-11-01,Bjørnafjorden,Hyse,96.5,11.14,Flue,Lettskyet,6.1,Mye småfisk
471,2024-11-15,Øygarden,Horngjel,101.4,6.49,Sluk,Tåke,13.4,Litt bølger
472,2022-09-23,Øygarden,Makrell,27.5,2.73,Pilking,Lettskyet,7.6,Rolige forhold
473,2022-12-14,Fitjarøyene,Torsk,51.0,4.6,Flue,Lettskyet,15.3,Tok på første kast
474,2022-12-31,Bjørnafjorden,Lyr,61.8,7.33,Flue,Regn,13.0,Fin dag på sjøen
475,2022-10-23,Austevoll,Lyr,68.8,4.98,Flue,Regn,16.5,Veldig seig i starten
476,2024-09-21,Tysnes,Makrell,91.6,11.61,Agn,Sol,14.3,Mye småfisk
477,2024-02-26,Fitjarøyene,Steinbit,101.9,11.24,Shad,Skyet,8.5,Tok på første kast
478,2024-07-04,Fitjarøyene,Makrell,49.0,4.86,Flue,Lettskyet,13.6,Overraskende tung
479,2022-04-12,Fedje,Torsk,30.5,2.57,Jigg,Regn,6.1,Tok på første kast
480,2022-07-02,Austevoll,Steinbit,47.3,4.06,Agn,Sol,11.5,Overraskende tung
481,2022-02-25,Sotra,Torsk,56.2,6.58,Flue,Vind,7.4,Mye småfisk
482,2023-04-19,Austevoll,Steinbit,108.7,14.63,Agn,Sol,11.4,Fin dag på sjøen
483,2024-12-21,Austevoll,Sei,30.9,2.06,Jigg,Regn,17.5,Tok på første kast
484,2023-09-18,Tysnes,Sild,58.2,4.6,Shad,Lettskyet,12.7,Tok på første kast
485,2024-10-06,Tysnes,Hyse,37.5,2.26,Jigg,Vind,14.1,Tok på første kast
486,2024-12-12,Fedje,Horngjel,119.4,11.47,Pilking,Regn,7.2,Tok på første kast
487,2023-04-20,Fitjarøyene,Lyr,87.7,6.22,Flue,Lettskyet,15.6,Fin dag på sjøen
488,2023-10-20,Bjørnafjorden,Torsk,92.5,6.06,Flue,Vind,16.9,Fin dag på sjøen
489,2023-07-25,Bjørnafjorden,Steinbit,103.0,14.38,Pilking,Regn,15.0,Tok på første kast
490,2022-02-14,Austevoll,Sild,100.6,7.69,Jigg,Tåke,13.0,Veldig seig i starten
491,2024-12-14,Austevoll,Sild,65.6,8.58,Shad,Sol,8.7,Beste fangst på lenge
492,2023-10-04,Fitjarøyene,Steinbit,75.3,8.85,Pilking,Regn,9.8,Fin dag på sjøen
493,2022-02-25,Fitjarøyene,Lyr,98.7,9.91,Flue,Skyet,7.1,Veldig seig i starten
494,2023-04-08,Fitjarøyene,Sild,99.6,7.84,Sluk,Vind,16.3,Litt bølger
495,2024-02-10,Austevoll,Hyse,50.8,5.6,Shad,Regn,13.0,Litt bølger
496,2024-04-19,Fedje,Sild,81.1,10.18,Agn,Sol,13.5,Fin dag på sjøen
497,2024-01-12,Sotra,Horngjel,22.7,1.43,Sluk,Skyet,9.0,Beste fangst på lenge
498,2022-03-20,Sotra,Hyse,26.5,3.15,Agn,Skyet,8.2,Beste fangst på lenge
499,2022-06-07,Fedje,Horngjel,93.5,12.67,Agn,Skyet,11.7,Beste fangst på lenge
500,2022-07-16,Fedje,Sei,96.5,7.21,Jigg,Vind,9.0,Veldig seig i starten
501,2023-03-02,Fedje,Steinbit,34.1,2.56,Jigg,Tåke,12.1,Rolige forhold
502,2022-11-23,Øygarden,Horngjel,47.8,5.47,Flue,Lettskyet,9.6,Veldig seig i starten
503,2022-07-26,Fitjarøyene,Hyse,80.6,6.85,Sluk,Tåke,15.4,Fin dag på sjøen
504,2022-03-18,Fitjarøyene,Hyse,33.2,3.73,Pilking,Vind,6.6,Rolige forhold
505,2024-02-04,Austevoll,Torsk,52.7,3.85,Flue,Sol,11.8,Beste fangst på lenge
506,2023-01-21,Øygarden,Sei,47.7,5.81,Shad,Sol,13.5,Tok på første kast
507,2024-06-06,Fedje,Hyse,79.9,9.58,Flue,Regn,17.5,Overraskende tung
508,2024-11-25,Øygarden,Steinbit,80.8,7.0,Jigg,Regn,14.9,Rolige forhold
509,2023-12-25,Austevoll,Lyr,27.9,2.51,Shad,Tåke,17.3,Tok på første kast
510,2024-05-11,Sotra,Torsk,59.0,6.25,Flue,Tåke,6.6,Rolige forhold
511,2024-04-13,Fitjarøyene,Steinbit,87.2,9.05,Jigg,Regn,10.1,Veldig seig i starten
512,2023-04-05,Tysnes,Sei,74.1,6.48,Flue,Vind,13.4,Veldig seig i starten
513,2023-02-21,Sotra,Hyse,47.8,4.32,Pilking,Sol,6.6,Fin dag på sjøen
514,2022-10-25,Fitjarøyene,Sild,54.0,4.88,Sluk,Sol,14.6,Beste fangst på lenge
515,2022-09-28,Austevoll,Steinbit,56.2,5.66,Sluk,Skyet,16.7,Beste fangst på lenge
516,2022-02-09,Fedje,Lyr,71.3,5.24,Jigg,Tåke,14.2,Mye småfisk
517,2023-12-02,Tysnes,Horngjel,27.1,2.49,Pilking,Tåke,15.0,Tok på første kast
518,2022-08-30,Fitjarøyene,Sei,35.6,4.09,Sluk,Sol,14.8,Tok på første kast
519,2024-12-04,Bjørnafjorden,Steinbit,62.5,6.53,Flue,Tåke,15.6,Veldig seig i starten
520,2024-08-05,Bjørnafjorden,Lyr,24.1,2.36,Jigg,Sol,10.0,Overraskende tung
521,2022-11-24,Fitjarøyene,Horngjel,34.5,4.18,Sluk,Regn,13.9,Mye småfisk
522,2023-12-10,Fedje,Sei,101.5,7.67,Pilking,Vind,12.7,Tok på første kast
523,2023-05-30,Øygarden,Sild,111.2,13.09,Jigg,Lettskyet,13.8,Overraskende tung
524,2022-11-22,Austevoll,Torsk,85.1,8.5,Shad,Skyet,8.7,Beste fangst på lenge
525,2023-12-10,Tysnes,Sei,75.0,8.66,Flue,Regn,14.5,Beste fangst på lenge
526,2024-06-24,Bjørnafjorden,Steinbit,22.6,1.47,Agn,Skyet,12.1,Beste fangst på lenge
527,2024-12-06,Øygarden,Horngjel,59.0,7.97,Shad,Vind,10.4,Litt bølger
528,2022-06-30,Sotra,Steinbit,88.6,9.63,Sluk,Lettskyet,15.4,Veldig seig i starten
529,2024-04-13,Øygarden,Sild,35.5,3.9,Flue,Vind,12.4,Fin dag på sjøen
530,2023-05-21,Øygarden,Torsk,36.4,4.4,Sluk,Lettskyet,16.9,Overraskende tung
531,2023-10-01,Tysnes,Sei,75.4,10.07,Shad,Tåke,10.3,Fin dag på sjøen
532,2024-11-28,Fedje,Makrell,52.3,6.46,Jigg,Regn,10.7,Tok på første kast
533,2024-01-24,Austevoll,Sei,58.5,7.34,Agn,Regn,13.8,Overraskende tung
534,2022-01-30,Austevoll,Hyse,25.5,2.02,Flue,Tåke,16.6,Overraskende tung
535,2024-10-31,Austevoll,Lyr,65.6,5.33,Pilking,Lettskyet,17.0,Beste fangst på lenge
536,2024-07-31,Sotra,Lyr,84.9,9.34,Shad,Sol,10.5,Fin dag på sjøen
537,2022-08-09,Øygarden,Hyse,86.4,10.75,Pilking,Tåke,6.0,Veldig seig i starten
538,2024-06-11,Sotra,Sei,20.1,2.33,Flue,Sol,14.0,Tok på første kast
539,2023-05-10,Bjørnafjorden,Makrell,77.0,7.14,Agn,Sol,11.1,Tok på første kast
540,2022-08-14,Fitjarøyene,Steinbit,92.5,10.93,Sluk,Sol,15.4,Tok på første kast
541,2024-10-29,Fedje,Steinbit,50.5,4.45,Shad,Tåke,10.3,Fin dag på sjøen
542,2022-12-04,Sotra,Lyr,97.8,11.96,Sluk,Regn,12.5,Litt bølger
543,2023-05-08,Øygarden,Hyse,73.9,4.68,Shad,Tåke,16.7,Overraskende tung
